"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_var_15_var_36_less_60","new_num_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","var15_ratio","ind_var5","saldo_var5","new_ind_var5_0","n0","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38","var38_ratio","f_ratio_num_var42_saldo_var42","num_var45_hace3","imp_var43_emit_ult1","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_sum","ind_comb_rank","new_num_group5_prcnt","num_var35","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var30_0","f_diff_var_15_larger","f_diff_num_var30_4","saldo_medio_var5_ult3","new_ind_var30_0","saldo_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.841731","0.826962","0.827963","0.81908","0.836123","0.810066","0.836842","0.823921","0.818867","0.840909"
"f_diff_saldo_medio_var5_ult13","var15_ratio","saldo_var30","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_imp_op_var41_efect_comer_ult1","imp_var43_emit_ult1","ind_comb_rank","f_diff_var_15_var_36_less_60","num_var30","f_diff_var_15_var_36_rank","num_var45_hace3","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_30","num_med_var45_ult3","n0","abs_f_ratio_num_var30_saldo_var30","new_ind_var30_0","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","num_var30_0","f_diff_var_15_var_38","abs_f_diff_num_var30_4","new_num_var5_0","f_diff_var_15_larger","var36","f_num_quan_70_sum_saldo","new_num_var30_0","0.843774","0.842401","0.815839","0.824365","0.836342","0.830485","0.838014","0.811344","0.832605","0.8484"
"saldo_var42","abs_f_diff_saldo_medio_var5_ult13","saldo_var30","ind_var5","f_num_quan_70_sum_saldo","num_of_used","f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_rank","var38_ratio","new_ind_var30_0","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","f_diff_var_15_larger","num_meses_var39_vig_ult3","var15","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var42","var38","num_meses_var5_ult3","new_num_var5_0","saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","max.saldo","f_num_3_sum_num","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_8_ult11","0.828348","0.840545","0.837049","0.81287","0.835539","0.81228","0.83397","0.81037","0.824094","0.835526"
"f_diff_var_15_var_36_less_60","num_var30","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_8_ult11","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_0_group5_sum","max.saldo","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var5_0","imp_op_var41_efect_ult1","new_ftr_ult1_ult3_ratio_num_var45","imp_trans_var37_ult1","var38","num_var22_ult3","new_num_group5_sum","ind_comb_rank","saldo_medio_var8_ult3","f_diff_var_15_larger","f_diff_var_15_var_36_rank","imp_op_var39_comer_ult1","var15_ratio","new_ind_var5_0","saldo_var42","ind_var5","imp_var43_emit_ult1","new_num_sum","num_var45_hace3","0.844334","0.844536","0.837566","0.830307","0.838352","0.819105","0.840169","0.829227","0.833838","0.848363"
"saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","ind_var30","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","var38_ratio","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","n0","num_var42","f_diff_num_var30_4","new_num_var5_0","f_diff_num_var22_ult3_num_med_var45_ult3","num_var8_0","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_group5_sum","new_num_var30_0","abs_f_ratio_num_var5_saldo_var5","new_ind_sum","num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_var30_0","var15","nonzerocount.saldo","imp_op_var39_comer_ult3","f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.84315","0.82204","0.836289","0.824637","0.836052","0.807708","0.838301","0.828483","0.835223","0.848948"
"var15","sald0_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_0_group5_sum","f_num_non_zero_sum_ind","saldo_var30","num_var30","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_num_var30_4","f_diff_var_15_var_36_less_60","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var8_ult3","var36","ind_comb_rank","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_sum","num_var45_hace2","var15_ratio","saldo_var37","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_30","num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var22_hace3","f_diff_var_15_var_36_rank","0.832691","0.825859","0.825113","0.812329","0.82542","0.808807","0.820888","0.800197","0.825183","0.833753"
"f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","f_diff_saldo_medio_var5_ult13","f_num_quan_70_sum_saldo","abs_f_ratio_num_var5_saldo_var5","saldo_var5","var15","saldo_medio_var5_hace3","num_quantile_diff_1","n0","num_meses_var39_vig_ult3","f_diff_num_var30_4","abs_f_diff_saldo_var5_30","max.saldo","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_0_group5_sum","new_num_prcnt","saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","num_var42","f_ratio_num_var42_saldo_var42","saldo_var30","num_meses_var5_ult3","saldo_medio_var5_ult3","new_num_var5_0","nonzerocount.saldo","num_med_var45_ult3","0.836027","0.822793","0.81729","0.812063","0.813214","0.823794","0.816478","0.814529","0.810665","0.830834"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_prcnt","f_diff_imp_op_var41_comer_ult13","sald0_quantile_diff_3","num_meses_var5_ult3","saldo_medio_var5_hace2","f_diff_num_var30_4","num_var45_hace3","var15","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_ult13","num_var45_ult3","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.num","num_quantile_diff_1","f_diff_var_15_larger","saldo_var8","num_var30","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var5_0","f_num_quan_70_sum_saldo","num_var42","n0","new_num_var30_0","var38","f_num_3_sum_num","new_num_0_group5_sum","abs_f_ratio_num_var30_saldo_var30","0.841728","0.824618","0.836036","0.825011","0.8381","0.808296","0.839647","0.825242","0.83514","0.847851"
"saldo_var42","num_var22_hace2","imp_var43_emit_ult1","var15","f_diff_var_15_larger","f_diff_num_var30_4","saldo_medio_var8_ult3","imp_op_var39_efect_ult1","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace3","new_num_prcnt","num_var45_ult1","abs_f_ratio_num_var5_saldo_var5","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var5","saldo_var5","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","num_var30","f_diff_var_15_var_38","saldo_medio_var5_ult1","num_var42","f_diff_num_var45_ult13","new_ind_group5_sum","0.839293","0.81994","0.836726","0.820661","0.820102","0.815785","0.837617","0.827147","0.821202","0.847147"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_larger","saldo_var5","saldo_medio_var5_hace2","sald0_quantile_diff_1","num_var22_ult3","saldo_var8","n0","f_diff_imp_op_var41_comer_ult13","num_var45_ult1","var15_ratio","sald0_quantile_diff_2","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_8_ult11","var38","saldo_var30","saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","imp_op_var39_comer_ult1","num_of_used","abs_f_diff_saldo_medio_var5_8_ult11","num_var4","f_diff_var_15_var_36_rank","new_ftr_ult1_ult3_ratio_num_var45","var38_ratio","saldo_var42","new_ind_sum","num_med_var45_ult3","f_ratio_num_var42_saldo_var42","0.836444","0.83321","0.837328","0.820437","0.8365","0.831722","0.836255","0.809803","0.834032","0.840397"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_cutpoint_smaller","num_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace3","saldo_var30","var15_ratio","f_num_3_sum_num","f_diff_var_15_larger","var38_ratio","var38","nonzerocount.num","new_ftr_ult1_ult3_ratio_num_var45","new_ind_var30_0","var36","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_ult13","imp_op_var41_comer_ult1","num_meses_var5_ult3","f_diff_num_var45_ult13","f_ratio_num_var42_saldo_var42","saldo_var8","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var39_ult1","num_of_used","saldo_var42","new_num_prcnt","0.842582","0.840849","0.839053","0.827735","0.83212","0.814567","0.838672","0.811954","0.836543","0.849504"
"var15","num_var22_ult1","f_ratio_num_var42_saldo_var42","new_num_var30_0","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","nonzerocount.saldo","num_var45_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_of_used","num_var45_ult1","f_diff_var_15_larger","num_var35","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult3","new_num_group5_prcnt","var36","f_diff_saldo_var5_saldo_medio_var5_ult1","max.saldo","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","saldo_var42","var38","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_42","new_ind_group5_sum","new_ind_var30_0","new_num_group5_sum","0.840151","0.814046","0.817009","0.823798","0.836833","0.831049","0.836818","0.80882","0.833925","0.825159"
"f_diff_var_15_larger","num_var45_hace2","f_num_quan_70_sum_imp","var38","var38_ratio","new_ind_sum","max.saldo","n0","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_2","saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","new_num_sum","f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15_ratio","f_num_3_sum_num","saldo_var42","abs_f_ratio_num_var5_saldo_var5","num_var8_0","ind_var30","saldo_var30","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","0.830495","0.830595","0.83635","0.820958","0.823919","0.829521","0.835678","0.822819","0.825679","0.840597"
"num_quantile_diff_3","abs_f_ratio_num_var30_saldo_var30","new_num_var5_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace3","num_var35","sald0_quantile_diff_2","new_num_var30_0","saldo_var42","f_diff_saldo_medio_var5_ult13","n0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.num","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","var15","abs_f_diff_saldo_medio_var5_ult13","var38","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","f_num_quan_70_sum_saldo","new_num_prcnt","f_diff_num_var45_ult13","new_num_0_group5_sum","abs_f_diff_saldo_var5_42","f_diff_num_var30_4","sald0_quantile_diff_3","0.84089","0.834749","0.837386","0.822987","0.838226","0.831311","0.838087","0.810096","0.833805","0.83338"
"f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","num_var45_hace2","num_var45_ult3","ind_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_0_group5_sum","saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","imp_var43_emit_ult1","f_num_3_sum_num","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","num_var4","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_var5_0","abs_f_diff_saldo_var5_30","new_ind_var30_0","abs_f_diff_num_var30_4","n0","num_of_used","abs_f_ratio_num_var5_saldo_var5","0.832803","0.827479","0.831881","0.814431","0.826416","0.817357","0.803871","0.814804","0.8152","0.834513"
"saldo_medio_var5_ult3","f_diff_num_var30_4","saldo_medio_var5_hace2","num_med_var45_ult3","num_var45_hace2","new_num_sum","abs_f_diff_saldo_medio_var5_8_ult11","new_num_var5_0","f_diff_var_15_var_36_less_60","saldo_var5","f_diff_var_15_larger","num_var30","num_var45_hace3","imp_op_var39_ult1","saldo_medio_var8_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_ratio_num_var42_saldo_var42","var15","f_diff_var_15_var_36_rank","imp_op_var39_efect_ult1","f_diff_saldo_medio_var5_8_ult11","imp_ent_var16_ult1","max.saldo","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_0_group5_sum","num_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_prcnt","abs_f_ratio_num_var5_saldo_var5","0.834479","0.824111","0.826412","0.808748","0.818695","0.824063","0.829136","0.806207","0.826856","0.839565"
"new_ftr_ult1_ult3_ratio_num_var22","f_diff_num_var30_4","ind_var5","imp_op_var41_comer_ult3","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_num_var45","new_num_group5_prcnt","f_diff_var_15_var_36_rank","var15","abs_f_ratio_num_var30_saldo_var30","abs_f_ratio_num_var5_saldo_var5","saldo_var30","imp_op_var41_ult1","max.saldo","new_ind_sum","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_30","imp_op_var41_efect_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_42","num_meses_var5_ult3","f_ratio_num_var42_saldo_var42","n0","saldo_medio_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_ult3","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_of_used","var36","0.825889","0.8277","0.825702","0.815779","0.825329","0.816429","0.833794","0.805622","0.816484","0.836372"
"var38","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var5_saldo_var5","imp_op_var39_ult1","num_of_used","abs_f_diff_num_var30_4","f_diff_num_var30_4","imp_trans_var37_ult1","imp_op_var41_efect_ult3","f_diff_var_15_var_36_rank","new_num_prcnt","num_var22_hace3","num_var45_hace3","f_diff_var_15_var_36_cutpoint_smaller","saldo_var30","abs_f_ratio_num_var30_saldo_var30","nonzerocount.num","f_num_quan_70_sum_saldo","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_larger","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var8","imp_op_var39_efect_ult3","saldo_var42","f_diff_imp_op_var41_efect_comer_ult1","ind_comb_rank","0.826415","0.825595","0.836843","0.808294","0.820517","0.817869","0.836051","0.811819","0.829501","0.825461"
"f_ratio_num_var42_saldo_var42","new_num_group5_prcnt","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var45","num_var22_hace3","num_meses_var39_vig_ult3","abs_f_diff_num_var30_4","new_ind_sum","imp_op_var41_comer_ult1","f_diff_var_15_var_36_rank","f_diff_var_15_larger","new_ind_0_group5_sum","num_var42","n0","num_var45_ult3","abs_f_ratio_num_var30_saldo_var30","new_num_var30_0","saldo_var42","f_diff_num_var30_4","f_diff_saldo_medio_var5_ult13","f_num_quan_70_sum_saldo","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_hace2","saldo_medio_var5_hace2","num_med_var45_ult3","num_quantile_diff_3","num_var45_hace2","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","0.835586","0.835976","0.831856","0.8074","0.810789","0.803829","0.831117","0.803362","0.80826","0.825861"
"new_ind_var5_0","f_num_non_zero_sum_ind","f_diff_var_15_var_36_less_60","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","abs_f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","f_diff_var_15_var_38","f_diff_var_15_larger","nonzerocount.saldo","imp_op_var39_ult1","ind_var30","saldo_var42","saldo_var8","num_var4","abs_f_diff_saldo_var5_42","var15","saldo_var30","imp_trans_var37_ult1","num_var22_ult1","num_var45_hace3","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_3_sum_num","new_num_var30_0","new_num_group5_prcnt","f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_1","0.835458","0.831835","0.825777","0.822841","0.83771","0.83116","0.826083","0.829498","0.832845","0.834576"
"new_num_var5_0","var38","num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var5","saldo_medio_var5_hace2","saldo_medio_var5_hace3","nonzerocount.saldo","var15_ratio","max.saldo","imp_op_var39_comer_ult3","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","saldo_var30","f_diff_num_var30_4","imp_var43_emit_ult1","f_diff_saldo_medio_var5_8_ult11","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_prcnt","new_ind_group5_sum","f_diff_var_15_var_38","new_num_group5_sum","num_var5","f_num_non_zero_sum_ind","sald0_quantile_diff_2","new_ind_var5_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_trans_var37_ult1","new_ind_sum","0.83838","0.824962","0.834405","0.819177","0.819926","0.826512","0.81945","0.822284","0.819124","0.845517"
"var15","new_ind_sum","f_num_non_zero_sum_ind","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","sald0_quantile_diff_3","var36","num_var4","ind_var30","nonzerocount.num","saldo_var30","imp_var43_emit_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult3","n0","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15_ratio","f_num_quan_70_sum_saldo","new_num_group5_prcnt","num_quantile_diff_1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","max.saldo","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_hace2","num_quantile_diff_3","f_diff_var_15_var_36_less_60","0.827545","0.825215","0.823658","0.806896","0.820873","0.811168","0.820089","0.817599","0.824475","0.834191"
"max.saldo","f_diff_var_15_var_38","new_num_var30_0","new_ind_var30_0","n0","num_meses_var5_ult3","sald0_quantile_diff_2","num_var45_ult3","f_diff_var_15_larger","num_of_used","num_var4","sald0_quantile_diff_1","var38","new_ind_sum","f_diff_saldo_medio_var5_ult13","num_var35","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace2","saldo_var42","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_sum","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_quantile_diff_1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","sald0_quantile_diff_3","new_num_var8_0","var38_ratio","0.842083","0.830869","0.83507","0.824526","0.837199","0.829813","0.838368","0.825208","0.835248","0.838492"
"imp_op_var41_efect_ult3","var15_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","sald0_quantile_diff_1","ind_var30","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_sum","abs_f_diff_saldo_medio_var5_ult13","var38","new_num_prcnt","f_num_quan_70_sum_saldo","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_var30_0","abs_f_ratio_num_var30_saldo_var30","num_var4","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var5_0","saldo_var5","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_rank","new_num_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace2","imp_op_var39_comer_ult1","imp_op_var41_comer_ult3","num_var45_ult3","num_var45_hace3","0.834466","0.828776","0.836697","0.821102","0.837766","0.811934","0.837294","0.825781","0.826045","0.849594"
"saldo_medio_var8_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_sum","imp_op_var41_comer_ult1","new_ind_var5_0","var38","new_num_var5_0","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_38","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace3","var38_ratio","num_var22_ult3","imp_op_var39_efect_ult1","num_of_used","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_30","var36","n0","ind_var30","num_meses_var39_vig_ult3","ind_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_num_var30_4","f_diff_var_15_var_36_rank","f_ratio_num_var42_saldo_var42","new_num_var30_0","0.844023","0.841697","0.840825","0.826986","0.837892","0.830853","0.838797","0.826167","0.818634","0.847895"
