"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_var_15_var_36_less_60","num_var5","num_var45_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","sald0_quantile_diff_2","num_quantile_diff_3","new_num_group5_prcnt","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","num_med_var45_ult3","new_num_prcnt","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","num_of_used","saldo_var8","abs_f_ratio_num_var30_saldo_var30","new_num_var30_0","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace3","var15","num_meses_var39_vig_ult3","num_var45_hace2","n0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","var36","imp_op_var41_comer_ult3","var15_ratio","f_diff_var_15_var_36_cutpoint_smaller","num_var45_hace3","sald0_quantile_diff_3","new_ind_var30_0","f_diff_var_15_var_36_rank","f_num_quan_70_sum_saldo","f_num_non_zero_sum_ind","new_ind_sum","0.841945","0.841149","0.837639","0.818945","0.824082","0.830881","0.83765","0.82664","0.835205","0.84817"
"saldo_var42","f_diff_var_15_var_38","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","saldo_var5","max.saldo","saldo_medio_var5_hace3","num_var30_0","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38","var36","saldo_var30","ind_var5","num_meses_var5_ult3","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","f_diff_num_var30_4","nonzerocount.num","num_var35","f_diff_imp_op_var41_efect_comer_ult1","num_quantile_diff_1","saldo_medio_var8_ult1","abs_f_diff_num_var30_4","var15","new_ind_var30_0","sald0_quantile_diff_2","f_diff_var_15_larger","imp_op_var41_efect_ult1","saldo_medio_var5_ult1","ind_comb_rank","new_ind_sum","abs_f_ratio_num_var30_saldo_var30","0.841686","0.836542","0.837063","0.815358","0.82113","0.831468","0.840561","0.810081","0.834867","0.831699"
"imp_op_var41_efect_ult1","saldo_medio_var5_hace3","num_var45_ult3","saldo_var42","f_diff_imp_op_var41_efect_comer_ult1","new_ind_0_group5_sum","num_var5","new_num_group5_prcnt","f_diff_var_15_larger","imp_op_var41_comer_ult3","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","imp_trans_var37_ult1","ind_var30","f_diff_var_15_var_36_less_60","num_var22_ult3","num_var45_ult1","abs_f_diff_saldo_var5_42","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_medio_var5_hace2","new_num_prcnt","abs_f_diff_saldo_medio_var5_ult13","n0","f_ratio_num_var42_saldo_var42","saldo_var5","saldo_medio_var8_ult1","f_diff_num_var43_emit_recib_ult1","num_var22_hace3","num_var22_hace2","sald0_quantile_diff_3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_num_var30_4","num_quantile_diff_3","0.835053","0.833793","0.832393","0.81195","0.822642","0.802761","0.821087","0.801207","0.82649","0.839722"
"nonzerocount.num","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_ult13","ind_var30","sald0_quantile_diff_3","num_var45_hace2","f_diff_num_var30_4","saldo_medio_var5_hace2","new_ind_0_group5_sum","num_var35","saldo_var30","var15","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","var38_ratio","saldo_medio_var5_ult3","new_num_var30_0","saldo_var37","f_diff_var_15_var_36_rank","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var5_0","new_ind_sum","num_var22_ult3","nonzerocount.saldo","num_meses_var5_ult3","num_var45_ult1","ind_comb_rank","new_num_sum","num_var4","num_var30","var38","new_ind_var30_0","f_diff_var_15_var_38","f_diff_num_var45_ult13","new_num_group5_sum","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.830897","0.83113","0.820581","0.827196","0.839554","0.809954","0.841092","0.826365","0.819248","0.841493"
"var36","f_diff_var_15_larger","num_var8_0","new_num_sum","ind_comb_rank","ind_var30","num_var45_ult3","new_ftr_ult1_ult3_ratio_num_var45","var15_ratio","abs_f_diff_num_var30_4","num_meses_var39_vig_ult3","num_var4","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_3_sum_num","num_var30","max.saldo","f_diff_var_15_var_38","new_num_prcnt","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.num","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var39_comer_ult3","saldo_medio_var5_hace3","new_ind_var30_0","f_diff_num_var30_4","var15","imp_trans_var37_ult1","saldo_var30","num_var35","var38","num_var45_ult1","f_diff_var_15_var_36_rank","new_num_var8_0","new_ind_group5_sum","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","0.835707","0.842312","0.821715","0.825016","0.837891","0.830191","0.823704","0.809093","0.833524","0.842276"
"num_med_var45_ult3","saldo_var8","abs_f_ratio_num_var5_saldo_var5","saldo_var37","num_med_var22_ult3","new_ind_0_group5_sum","abs_f_diff_saldo_var5_30","num_var45_hace2","new_num_prcnt","f_diff_num_var43_emit_recib_ult1","f_diff_num_var30_4","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","new_ind_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","var38","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_hace3","n0","num_var42","var15_ratio","f_ratio_num_var42_saldo_var42","num_meses_var5_ult3","f_diff_var_15_var_38","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var30_saldo_var30","num_var35","num_var5","new_num_group5_prcnt","num_var4","f_num_quan_70_sum_saldo","f_diff_var_15_larger","max.saldo","imp_op_var39_comer_ult1","num_of_used","0.835896","0.828865","0.830694","0.821313","0.819135","0.830937","0.835839","0.826214","0.828816","0.848966"
"f_diff_num_var30_4","imp_op_var39_efect_ult3","num_var45_ult1","saldo_var42","f_diff_var_15_larger","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var35","num_var22_ult3","var38","f_diff_var_15_var_38","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var5","nonzerocount.num","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_rank","imp_op_var39_efect_ult1","var36","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_3","var15_ratio","n0","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_ftr_ult1_ult3_ratio_num_var45","saldo_var5","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_42","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","abs_f_ratio_num_var5_saldo_var5","num_of_used","imp_op_var41_efect_ult1","saldo_medio_var8_ult1","imp_op_var41_ult1","f_diff_num_var45_ult13","abs_f_diff_num_var30_4","new_num_var5_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_non_zero_sum_ind","0.831889","0.835303","0.838237","0.810851","0.83794","0.832501","0.839519","0.82671","0.826452","0.840826"
"num_var30","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_imp_op_var41_efect_comer_ult1","num_var5","f_num_non_zero_sum_ind","f_diff_var_15_var_38","f_ratio_num_var42_saldo_var42","new_num_group5_sum","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","saldo_var5","f_diff_var_15_var_36_cutpoint_smaller","num_var35","f_num_quan_70_sum_saldo","saldo_medio_var8_ult3","saldo_medio_var5_ult1","new_num_var5_0","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace3","n0","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var39_comer_ult1","var38_ratio","f_diff_saldo_medio_var5_ult13","f_diff_num_var30_4","num_meses_var39_vig_ult3","new_ind_sum","var15","num_var45_hace2","ind_var30","new_ind_var30_0","f_diff_num_var22_ult3_num_med_var45_ult3","var38","num_var45_hace3","saldo_var8","abs_f_diff_num_var30_4","0.842788","0.843734","0.813237","0.824058","0.837027","0.831086","0.838345","0.828424","0.837195","0.848991"
"saldo_medio_var5_ult1","abs_f_diff_num_var30_4","f_diff_num_var43_emit_recib_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var30_4","var38_ratio","ind_var30","f_ratio_num_var42_saldo_var42","imp_op_var39_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_comer_ult3","sald0_quantile_diff_3","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_sum","num_var35","f_num_3_sum_num","var36","abs_f_diff_saldo_var5_30","new_num_var8_0","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","num_var30","new_num_group5_prcnt","saldo_var42","f_diff_saldo_medio_var5_ult13","num_var45_ult1","num_of_used","new_num_var30_0","num_var42","f_diff_imp_op_var41_efect_comer_ult1","n0","0.834995","0.828275","0.83781","0.821656","0.836788","0.813561","0.838806","0.826706","0.814926","0.840875"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var4","new_ind_group5_sum","saldo_medio_var5_ult3","f_diff_var_15_var_38","var36","var38","ind_var30","saldo_var5","abs_f_ratio_num_var5_saldo_var5","imp_op_var39_ult1","new_num_0_group5_sum","f_diff_var_15_larger","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","saldo_var30","f_diff_num_var30_4","new_ind_var30_0","nonzerocount.num","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","abs_f_diff_saldo_var5_42","sald0_quantile_diff_3","f_num_3_sum_num","new_num_prcnt","num_var45_ult1","f_diff_saldo_medio_var5_ult13","new_ind_sum","abs_f_diff_saldo_medio_var5_ult13","num_var5","var15_ratio","num_meses_var5_ult3","sald0_quantile_diff_1","num_var22_hace3","f_diff_var_15_var_36_rank","0.835663","0.841854","0.837496","0.82237","0.83622","0.829258","0.838616","0.825794","0.827167","0.847052"
"ind_comb_rank","new_ind_sum","new_num_var8_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var22","new_num_var5_0","abs_f_diff_num_var30_4","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","new_num_var30_0","f_diff_num_var30_4","f_diff_var_15_larger","num_var45_hace2","new_num_group5_prcnt","f_num_quan_70_sum_imp","num_med_var22_ult3","num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var5","num_quantile_diff_3","f_diff_saldo_medio_var5_ult13","ind_var30","var15","var15_ratio","num_var4","var38","num_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult3","imp_trans_var37_ult1","imp_op_var41_comer_ult3","new_ind_group5_sum","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","0.841679","0.819113","0.836266","0.819325","0.835948","0.816555","0.822338","0.827384","0.813225","0.836221"
"abs_f_ratio_num_var30_saldo_var30","new_num_var5_0","num_of_used","new_ind_group5_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_group5_prcnt","num_meses_var5_ult3","saldo_medio_var5_hace3","var15_ratio","new_num_sum","num_var22_hace2","sald0_quantile_diff_2","ind_comb_rank","sald0_quantile_diff_1","var38_ratio","n0","var36","saldo_medio_var5_hace2","imp_op_var41_ult1","f_diff_num_var30_4","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","var15","num_var22_ult3","max.saldo","new_num_prcnt","ind_var30","f_diff_var_15_var_36_rank","num_var35","new_ind_sum","saldo_medio_var5_ult3","num_quantile_diff_1","saldo_var42","imp_op_var41_efect_ult3","f_diff_var_15_var_36_cutpoint_smaller","num_med_var45_ult3","f_diff_var_15_var_38","num_var45_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.843158","0.843462","0.840738","0.823241","0.838346","0.834471","0.841667","0.811746","0.836705","0.841882"
"num_med_var45_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_rank","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","new_num_group5_sum","num_var4","saldo_var42","num_var22_ult1","num_var45_ult3","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var45_ult13","var38","imp_trans_var37_ult1","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var22_hace3","max.saldo","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var8_ult3","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_ult1","var36","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","saldo_var30","num_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","ind_var5","abs_f_ratio_num_var30_saldo_var30","var15_ratio","f_diff_num_var30_4","n0","saldo_medio_var5_hace2","nonzerocount.saldo","num_of_used","new_ind_var30_0","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.843653","0.84132","0.838563","0.818312","0.818695","0.831266","0.839528","0.81152","0.834576","0.848231"
"var15","new_num_var30_0","saldo_var42","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","num_var5","num_meses_var5_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult3","new_num_prcnt","f_num_non_zero_sum_ind","num_meses_var39_vig_ult3","saldo_medio_var5_hace2","sald0_quantile_diff_3","abs_f_diff_saldo_medio_var5_ult13","new_num_var5_0","num_of_used","ind_var30","f_num_quan_70_sum_saldo","new_ftr_ult1_ult3_ratio_num_var22","n0","f_diff_var_15_larger","max.saldo","f_diff_imp_op_var39_comer_ult13","num_var45_hace3","f_diff_var_15_var_36_cutpoint_smaller","num_var30_0","f_diff_saldo_medio_var5_8_ult11","imp_trans_var37_ult1","f_diff_num_var43_emit_recib_ult1","new_num_group5_sum","num_quantile_diff_3","num_var4","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var8","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.836964","0.834733","0.829836","0.820276","0.831386","0.822901","0.832421","0.820184","0.82901","0.83305"
"f_diff_num_var30_4","num_var45_hace2","num_med_var45_ult3","abs_f_ratio_num_var5_saldo_var5","new_ind_sum","saldo_var42","num_meses_var39_vig_ult3","var36","new_num_sum","var38","ind_comb_rank","num_var45_hace3","ind_var30","f_diff_var_15_var_38","imp_var43_emit_ult1","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","num_var45_ult1","new_num_group5_sum","num_meses_var5_ult3","ind_var5","imp_op_var41_comer_ult3","var15_ratio","new_num_var8_0","n0","imp_op_var39_ult1","num_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","max.saldo","num_var30","saldo_var30","imp_op_var41_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","saldo_medio_var8_ult1","num_of_used","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","saldo_medio_var5_hace2","0.832285","0.844682","0.839595","0.823989","0.839022","0.833047","0.840439","0.809286","0.820119","0.849725"
"f_ratio_num_var42_saldo_var42","sald0_quantile_diff_1","var38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace2","ind_comb_rank","imp_op_var41_efect_ult3","saldo_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","new_num_group5_sum","abs_f_ratio_num_var30_saldo_var30","new_ind_var30_0","f_diff_var_15_var_36_rank","new_num_var30_0","abs_f_diff_imp_op_var41_efect_comer_ult1","new_num_prcnt","num_var45_hace2","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","var15_ratio","num_var45_hace3","new_num_var5_0","f_num_quan_70_sum_saldo","imp_op_var41_ult1","new_ind_var5_0","new_ind_group5_sum","f_diff_num_var30_4","num_of_used","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_hace3","num_var45_ult1","ind_var30","f_diff_saldo_medio_var5_ult13","saldo_var5","f_num_3_sum_num","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var39_ult1","saldo_var37","new_num_sum","0.841339","0.836265","0.820868","0.822156","0.838169","0.831917","0.839144","0.827122","0.825744","0.850391"
"new_num_sum","saldo_medio_var5_hace2","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","abs_f_diff_saldo_var5_30","num_quantile_diff_3","var38_ratio","saldo_var5","nonzerocount.num","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_hace3","num_med_var22_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var41_ult1","saldo_var42","num_var4","imp_op_var41_comer_ult1","var15","f_diff_var_15_var_36_less_60","var38","new_num_var5_0","num_var30","var15_ratio","abs_f_diff_num_var30_4","new_num_group5_sum","f_num_3_sum_num","num_var5","ind_var5","num_meses_var39_vig_ult3","f_diff_imp_op_var39_comer_ult13","new_num_prcnt","f_diff_num_var30_4","ind_var30","ind_comb_rank","f_diff_saldo_medio_var5_8_ult11","n0","0.841836","0.844322","0.837328","0.830236","0.839578","0.833505","0.841353","0.828309","0.81966","0.850095"
"abs_f_ratio_num_var30_saldo_var30","var15_ratio","f_diff_num_var45_ult13","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","num_of_used","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var30_4","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","num_var22_ult3","num_meses_var5_ult3","abs_f_diff_saldo_var5_30","saldo_var8","new_ind_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var4","f_diff_var_15_var_36_rank","saldo_var5","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var30","abs_f_diff_num_var30_4","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","f_num_non_zero_sum_ind","sald0_quantile_diff_2","saldo_medio_var5_ult3","new_num_sum","n0","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_ult1","saldo_medio_var5_hace2","new_ind_sum","var15","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","imp_trans_var37_ult1","new_num_group5_prcnt","num_var5","0.837179","0.815964","0.812806","0.812764","0.829893","0.825217","0.831404","0.818183","0.808796","0.82887"
"new_num_var8_0","var38_ratio","abs_f_ratio_num_var5_saldo_var5","num_var30","new_num_group5_sum","f_diff_var_15_var_36_less_60","n0","sald0_quantile_diff_2","num_var45_hace2","imp_op_var39_comer_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var30","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","num_of_used","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_8_ult11","f_num_3_sum_num","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_var5_42","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_imp_op_var41_efect_comer_ult1","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var45_ult13","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15_ratio","new_num_group5_prcnt","abs_f_diff_num_var30_4","new_ind_group5_sum","num_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var5","num_var22_ult1","abs_f_diff_saldo_var5_30","num_var35","num_var45_hace3","nonzerocount.saldo","0.845139","0.826586","0.839229","0.827684","0.839884","0.833481","0.841223","0.829546","0.808511","0.849771"
"abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var30","num_var45_hace2","var15","num_var4","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_of_used","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","f_diff_var_15_var_36_less_60","new_ind_group5_sum","max.saldo","saldo_var5","nonzerocount.saldo","f_num_3_sum_num","saldo_var8","new_num_group5_prcnt","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","num_var22_hace2","f_diff_var_15_var_36_rank","new_ind_sum","new_num_prcnt","saldo_medio_var8_ult1","num_var42","imp_ent_var16_ult1","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_meses_var39_vig_ult3","new_num_sum","abs_f_diff_saldo_var5_30","saldo_var30","ind_comb_rank","sald0_quantile_diff_3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.823855","0.825937","0.82434","0.811626","0.821126","0.807594","0.828335","0.802516","0.817432","0.830226"
